,age,albums,alcohol,audios,city,country,first_name,followers,followers_count,friends,groups,has_mobile,has_photo,langs,last_name,life_main,notes,pages,people_main,photos,political,relation,schools,sex,smoking,t1,t2,uid,universities,videos,wall_posts
21,2.0,0.0,-1.0,0.0,57.0,1.0,337.0,1394.0,1394.0,565.0,-1.0,1.0,1.0,-1.0,651.0,-1.0,1.0,82.0,-1.0,1020.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,2229137.0,-1.0,95.0,95.0
22,5.0,1.0,4.0,921.0,2.0,1.0,244.0,1406.0,1406.0,597.0,-1.0,0.0,1.0,-1.0,455.0,8.0,6.0,107.0,-1.0,27.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1109.0,1.0,247.0,1065.0
23,4.0,0.0,-1.0,75.0,1906578.0,97.0,114.0,1300.0,1300.0,177.0,120.0,1.0,1.0,5.0,161.0,-1.0,0.0,81.0,-1.0,203.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,189721823.0,2.0,29.0,241.0
24,4.0,1.0,-1.0,0.0,314.0,2.0,299.0,1307.0,1307.0,204.0,-1.0,1.0,1.0,-1.0,899.0,-1.0,0.0,66.0,-1.0,920.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,5088997.0,-1.0,34.0,1564.0
25,4.0,1.0,-1.0,0.0,1.0,1.0,163.0,1265.0,1265.0,229.0,-1.0,1.0,1.0,-1.0,90.0,-1.0,32.0,163.0,-1.0,121.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,575716.0,-1.0,130.0,2451.0
26,4.0,0.0,-1.0,0.0,1955477.0,88.0,317.0,1196.0,1196.0,656.0,-1.0,1.0,1.0,-1.0,562.0,-1.0,0.0,47.0,-1.0,606.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,74676932.0,-1.0,489.0,1672.0
27,4.0,0.0,-1.0,0.0,7053.0,209.0,262.0,1215.0,1215.0,1512.0,-1.0,1.0,1.0,-1.0,398.0,-1.0,0.0,233.0,-1.0,76.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,26168480.0,-1.0,160.0,129.0
28,4.0,2.0,-1.0,1039.0,1.0,1.0,69.0,1215.0,1215.0,806.0,-1.0,1.0,1.0,-1.0,75.0,-1.0,17.0,337.0,-1.0,191.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,12505557.0,-1.0,1931.0,6034.0
29,5.0,6.0,1.0,0.0,1.0,1.0,262.0,1116.0,1116.0,620.0,-1.0,1.0,1.0,5.0,595.0,1.0,0.0,102.0,2.0,1120.0,-1.0,1.0,2.0,2.0,1.0,0.0,0.0,18864267.0,2.0,35.0,693.0
30,4.0,2.0,-1.0,0.0,1.0,1.0,184.0,1104.0,1104.0,538.0,-1.0,1.0,1.0,-1.0,325.0,-1.0,0.0,60.0,-1.0,29.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,1705296.0,-1.0,982.0,3.0
31,4.0,6.0,-1.0,0.0,1923714.0,32.0,110.0,1014.0,1014.0,238.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,88.0,-1.0,555.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,186026382.0,-1.0,2.0,1188.0
32,5.0,6.0,-1.0,166.0,1450.0,97.0,387.0,1474.0,1474.0,1555.0,-1.0,1.0,1.0,-1.0,214.0,-1.0,0.0,337.0,-1.0,118.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,67101401.0,-1.0,77.0,4906.0
33,4.0,9.0,-1.0,0.0,42.0,1.0,219.0,1008.0,1008.0,358.0,-1.0,1.0,1.0,-1.0,257.0,-1.0,3.0,100.0,-1.0,1586.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,47617207.0,-1.0,503.0,1123.0
34,2.0,0.0,-1.0,0.0,282.0,3.0,375.0,1002.0,1002.0,162.0,-1.0,1.0,1.0,3.0,352.0,-1.0,0.0,31.0,-1.0,18.0,-1.0,4.0,0.0,2.0,-1.0,0.0,0.0,31666535.0,0.0,29.0,4.0
35,5.0,9.0,-1.0,1815.0,1.0,1.0,286.0,991.0,991.0,533.0,-1.0,1.0,1.0,-1.0,574.0,-1.0,7.0,244.0,-1.0,628.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,2875972.0,-1.0,637.0,1990.0
36,5.0,4.0,3.0,0.0,95.0,1.0,267.0,1044.0,1044.0,808.0,216.0,1.0,1.0,2.0,734.0,6.0,99.0,87.0,2.0,694.0,3.0,7.0,2.0,1.0,3.0,0.0,0.0,2044002.0,1.0,298.0,3652.0
37,5.0,0.0,-1.0,370.0,60.0,1.0,405.0,966.0,966.0,629.0,-1.0,1.0,1.0,-1.0,508.0,-1.0,0.0,86.0,-1.0,65.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,1665823.0,-1.0,384.0,1425.0
38,4.0,10.0,-1.0,0.0,314.0,2.0,385.0,1021.0,1021.0,872.0,-1.0,1.0,1.0,-1.0,848.0,-1.0,6.0,112.0,-1.0,895.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1105057.0,-1.0,520.0,1595.0
39,5.0,0.0,-1.0,618.0,295.0,49.0,84.0,970.0,970.0,397.0,-1.0,1.0,1.0,-1.0,77.0,-1.0,10.0,19.0,-1.0,234.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,197273.0,-1.0,54.0,1382.0
40,4.0,0.0,-1.0,0.0,2.0,1.0,236.0,1445.0,1445.0,249.0,-1.0,1.0,1.0,-1.0,573.0,-1.0,6.0,16.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,3775.0,-1.0,6.0,66.0
41,4.0,0.0,-1.0,0.0,2.0,1.0,264.0,1462.0,1462.0,60.0,-1.0,1.0,1.0,-1.0,759.0,-1.0,0.0,37.0,-1.0,54.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,3726.0,-1.0,2.0,49.0
42,4.0,0.0,-1.0,1763.0,1.0,1.0,250.0,886.0,886.0,226.0,-1.0,1.0,1.0,-1.0,329.0,-1.0,0.0,387.0,-1.0,702.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,17828738.0,-1.0,1262.0,7584.0
43,2.0,0.0,-1.0,2113.0,0.0,0.0,267.0,2591.0,2591.0,493.0,-1.0,1.0,1.0,-1.0,778.0,-1.0,3.0,77.0,-1.0,84.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,15827222.0,-1.0,558.0,767.0
44,5.0,0.0,-1.0,1021.0,185.0,2.0,357.0,906.0,906.0,237.0,-1.0,1.0,1.0,-1.0,820.0,-1.0,1.0,34.0,-1.0,70.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,7567845.0,-1.0,115.0,1287.0
45,4.0,2.0,-1.0,0.0,292.0,2.0,183.0,879.0,879.0,210.0,-1.0,1.0,1.0,-1.0,416.0,-1.0,1.0,68.0,-1.0,265.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,3744853.0,-1.0,55.0,937.0
46,4.0,1.0,-1.0,576.0,49.0,1.0,323.0,888.0,888.0,917.0,-1.0,1.0,1.0,-1.0,543.0,-1.0,20.0,100.0,-1.0,292.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,776866.0,-1.0,4847.0,1199.0
47,4.0,2.0,-1.0,713.0,1.0,1.0,196.0,932.0,932.0,333.0,-1.0,1.0,1.0,-1.0,540.0,-1.0,7.0,49.0,-1.0,592.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,24279.0,-1.0,167.0,649.0
48,4.0,1.0,-1.0,377.0,1.0,1.0,221.0,858.0,858.0,62.0,-1.0,1.0,1.0,-1.0,744.0,-1.0,40.0,328.0,-1.0,447.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,94840862.0,-1.0,574.0,836.0
49,2.0,5.0,-1.0,6193.0,1.0,1.0,268.0,1236.0,1236.0,2476.0,-1.0,1.0,1.0,-1.0,871.0,-1.0,58.0,91.0,-1.0,2065.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,23166281.0,-1.0,296.0,5245.0
50,2.0,1.0,-1.0,558.0,183.0,4.0,407.0,826.0,826.0,161.0,-1.0,1.0,1.0,-1.0,678.0,-1.0,16.0,72.0,-1.0,10.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,19535205.0,-1.0,118.0,186.0
51,5.0,13.0,2.0,951.0,95.0,1.0,191.0,799.0,799.0,776.0,-1.0,1.0,1.0,2.0,728.0,-1.0,151.0,170.0,-1.0,405.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,14906163.0,3.0,1258.0,17213.0
52,4.0,27.0,-1.0,0.0,650.0,2.0,191.0,1274.0,1274.0,617.0,-1.0,1.0,1.0,-1.0,259.0,-1.0,40.0,270.0,-1.0,4597.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,10900624.0,-1.0,1380.0,135.0
53,4.0,19.0,-1.0,269.0,72.0,1.0,250.0,1300.0,1300.0,402.0,1004.0,1.0,1.0,-1.0,529.0,-1.0,6.0,138.0,-1.0,908.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,5368163.0,-1.0,200.0,1762.0
54,4.0,9.0,-1.0,0.0,1901538.0,145.0,184.0,774.0,774.0,151.0,-1.0,1.0,1.0,-1.0,386.0,-1.0,9.0,14.0,-1.0,1964.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,2800192.0,-1.0,51.0,2300.0
55,4.0,2.0,-1.0,432.0,2.0,1.0,320.0,797.0,797.0,1427.0,-1.0,1.0,1.0,3.0,489.0,-1.0,0.0,110.0,-1.0,277.0,8.0,0.0,2.0,1.0,-1.0,0.0,0.0,1287843.0,2.0,150.0,934.0
56,5.0,0.0,-1.0,0.0,99.0,1.0,144.0,804.0,804.0,2719.0,-1.0,1.0,1.0,-1.0,89.0,-1.0,35.0,24.0,-1.0,406.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,707341.0,-1.0,251.0,2178.0
57,5.0,2.0,-1.0,738.0,2.0,1.0,402.0,842.0,842.0,673.0,-1.0,1.0,1.0,-1.0,843.0,-1.0,1.0,254.0,-1.0,740.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,290553.0,-1.0,277.0,1495.0
58,5.0,18.0,-1.0,72.0,1972419.0,216.0,341.0,686.0,686.0,101.0,45.0,1.0,1.0,-1.0,586.0,-1.0,7.0,8.0,-1.0,586.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,7157381.0,-1.0,43.0,253.0
59,0.0,20.0,-1.0,0.0,314.0,2.0,373.0,769.0,769.0,503.0,-1.0,1.0,1.0,-1.0,562.0,-1.0,0.0,43.0,-1.0,630.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,5801036.0,-1.0,63.0,420.0
60,4.0,5.0,-1.0,207.0,23.0,1.0,411.0,694.0,694.0,709.0,-1.0,1.0,1.0,-1.0,347.0,-1.0,3.0,86.0,-1.0,984.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,5785003.0,-1.0,36.0,1854.0
61,4.0,9.0,-1.0,2396.0,26.0,1.0,375.0,709.0,709.0,515.0,-1.0,1.0,1.0,-1.0,888.0,-1.0,7.0,175.0,-1.0,328.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,4305611.0,-1.0,320.0,1244.0
62,5.0,2.0,-1.0,1209.0,2.0,1.0,259.0,688.0,688.0,1024.0,379.0,1.0,1.0,-1.0,672.0,-1.0,1.0,136.0,-1.0,718.0,-1.0,0.0,2.0,2.0,-1.0,0.0,0.0,7068.0,4.0,20.0,1642.0
63,5.0,9.0,-1.0,1267.0,1.0,1.0,331.0,603.0,603.0,263.0,-1.0,1.0,1.0,-1.0,277.0,-1.0,0.0,65.0,-1.0,1112.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,143608940.0,-1.0,554.0,3874.0
64,2.0,2.0,3.0,838.0,5185.0,3.0,311.0,620.0,620.0,473.0,-1.0,1.0,1.0,-1.0,784.0,1.0,1.0,179.0,2.0,216.0,3.0,6.0,1.0,2.0,2.0,0.0,0.0,125633072.0,0.0,919.0,1508.0
65,2.0,38.0,-1.0,0.0,2.0,1.0,207.0,587.0,587.0,442.0,-1.0,1.0,1.0,-1.0,889.0,-1.0,43.0,315.0,-1.0,2327.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,9106542.0,-1.0,395.0,3426.0
66,5.0,6.0,-1.0,2109.0,1908252.0,207.0,173.0,1131.0,1131.0,208.0,-1.0,1.0,1.0,-1.0,390.0,-1.0,43.0,63.0,-1.0,991.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,8428929.0,-1.0,530.0,3659.0
67,0.0,26.0,-1.0,1047.0,1933924.0,215.0,331.0,613.0,613.0,1586.0,-1.0,1.0,1.0,-1.0,682.0,-1.0,4.0,32.0,-1.0,1215.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,6489835.0,-1.0,188.0,976.0
68,4.0,0.0,-1.0,0.0,282.0,3.0,183.0,655.0,655.0,606.0,-1.0,1.0,1.0,-1.0,244.0,-1.0,8.0,180.0,-1.0,894.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,3390651.0,-1.0,67.0,1618.0
69,5.0,15.0,-1.0,0.0,5215.0,88.0,303.0,678.0,678.0,288.0,-1.0,1.0,1.0,-1.0,252.0,-1.0,1.0,14.0,-1.0,1046.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1824516.0,-1.0,23.0,645.0
70,5.0,6.0,-1.0,532.0,282.0,3.0,271.0,604.0,604.0,859.0,-1.0,1.0,1.0,-1.0,267.0,-1.0,15.0,194.0,-1.0,385.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1476855.0,-1.0,96.0,1815.0
71,4.0,2.0,-1.0,0.0,183.0,4.0,279.0,677.0,677.0,394.0,-1.0,1.0,1.0,-1.0,678.0,-1.0,3.0,31.0,-1.0,579.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,1032938.0,-1.0,268.0,1590.0
72,5.0,4.0,-1.0,0.0,1.0,1.0,388.0,626.0,626.0,464.0,-1.0,1.0,1.0,-1.0,555.0,6.0,28.0,64.0,1.0,674.0,4.0,4.0,1.0,1.0,-1.0,0.0,0.0,746007.0,2.0,270.0,4599.0
73,5.0,6.0,-1.0,103.0,99.0,1.0,195.0,656.0,656.0,921.0,-1.0,1.0,1.0,-1.0,417.0,-1.0,3.0,19.0,-1.0,762.0,-1.0,7.0,4.0,1.0,-1.0,0.0,0.0,622740.0,1.0,12.0,3431.0
74,5.0,4.0,-1.0,0.0,1.0,1.0,270.0,634.0,634.0,264.0,-1.0,1.0,1.0,-1.0,496.0,-1.0,1.0,25.0,-1.0,60.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,6978.0,-1.0,37.0,155.0
75,4.0,0.0,-1.0,110.0,21118.0,65.0,125.0,581.0,581.0,58.0,-1.0,1.0,1.0,3.0,69.0,-1.0,0.0,53.0,-1.0,31.0,-1.0,1.0,1.0,2.0,-1.0,0.0,0.0,181770540.0,3.0,10.0,50.0
76,5.0,0.0,1.0,2044.0,1.0,1.0,262.0,960.0,960.0,236.0,93.0,1.0,1.0,2.0,924.0,5.0,0.0,66.0,5.0,713.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,146001306.0,1.0,100.0,1486.0
77,4.0,8.0,-1.0,2143.0,1.0,1.0,301.0,509.0,509.0,2225.0,-1.0,1.0,1.0,-1.0,935.0,-1.0,37.0,427.0,-1.0,2227.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,95552109.0,-1.0,1882.0,2299.0
78,4.0,1.0,-1.0,0.0,1803516.0,9.0,194.0,499.0,499.0,94.0,-1.0,1.0,1.0,-1.0,902.0,-1.0,3.0,97.0,-1.0,27.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,95382805.0,-1.0,1650.0,4.0
79,5.0,179.0,2.0,0.0,1315.0,2.0,318.0,525.0,525.0,893.0,-1.0,1.0,1.0,2.0,810.0,5.0,215.0,360.0,6.0,16275.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,74677305.0,1.0,4963.0,46656.0
80,5.0,7.0,-1.0,137.0,627.0,2.0,63.0,502.0,502.0,1126.0,101.0,1.0,1.0,-1.0,59.0,-1.0,6.0,28.0,-1.0,546.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,55562028.0,-1.0,125.0,1941.0
81,4.0,3.0,-1.0,0.0,1.0,1.0,407.0,497.0,497.0,176.0,-1.0,1.0,1.0,-1.0,930.0,-1.0,17.0,89.0,-1.0,242.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,28941209.0,-1.0,1144.0,97.0
82,4.0,8.0,-1.0,0.0,280.0,2.0,286.0,577.0,577.0,313.0,-1.0,1.0,1.0,-1.0,698.0,-1.0,2.0,44.0,-1.0,636.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,22864381.0,-1.0,9.0,254.0
83,4.0,0.0,-1.0,0.0,650.0,2.0,123.0,566.0,566.0,675.0,-1.0,1.0,1.0,-1.0,20.0,-1.0,6.0,53.0,-1.0,751.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,10278674.0,-1.0,146.0,2096.0
84,5.0,6.0,-1.0,127.0,650.0,2.0,182.0,513.0,513.0,440.0,-1.0,1.0,1.0,-1.0,933.0,-1.0,30.0,25.0,-1.0,381.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,9663256.0,-1.0,69.0,1341.0
85,5.0,1.0,-1.0,0.0,49.0,1.0,263.0,490.0,490.0,135.0,-1.0,1.0,1.0,-1.0,344.0,-1.0,4.0,115.0,-1.0,345.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,6505109.0,-1.0,831.0,632.0
86,5.0,10.0,-1.0,0.0,20436.0,160.0,353.0,533.0,533.0,667.0,-1.0,1.0,1.0,-1.0,726.0,-1.0,2.0,202.0,-1.0,978.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,6426794.0,-1.0,54.0,1179.0
87,5.0,11.0,4.0,1317.0,1.0,1.0,333.0,496.0,496.0,797.0,-1.0,1.0,1.0,2.0,302.0,5.0,14.0,84.0,5.0,857.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,5167693.0,1.0,224.0,5340.0
88,5.0,0.0,-1.0,622.0,314.0,2.0,183.0,1016.0,1016.0,337.0,-1.0,1.0,1.0,-1.0,238.0,-1.0,64.0,63.0,-1.0,479.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,3249116.0,-1.0,227.0,2318.0
89,4.0,3.0,-1.0,271.0,2.0,1.0,391.0,505.0,505.0,1297.0,-1.0,1.0,1.0,-1.0,428.0,-1.0,4.0,71.0,-1.0,161.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1343906.0,-1.0,74.0,173.0
90,5.0,2.0,-1.0,0.0,650.0,2.0,184.0,539.0,539.0,853.0,-1.0,1.0,1.0,-1.0,803.0,-1.0,98.0,19.0,-1.0,378.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,719534.0,-1.0,127.0,1105.0
91,4.0,4.0,-1.0,480.0,282.0,3.0,407.0,512.0,512.0,88.0,-1.0,1.0,1.0,-1.0,490.0,-1.0,1.0,32.0,-1.0,562.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,607766.0,-1.0,147.0,1504.0
92,5.0,47.0,2.0,308.0,2.0,1.0,317.0,564.0,564.0,1374.0,-1.0,1.0,1.0,-1.0,717.0,1.0,10.0,48.0,2.0,3171.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0,519465.0,1.0,64.0,1959.0
93,5.0,1.0,-1.0,461.0,1.0,1.0,331.0,501.0,501.0,422.0,-1.0,1.0,1.0,-1.0,375.0,-1.0,1.0,59.0,-1.0,9.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,11511.0,-1.0,113.0,21.0
94,4.0,1.0,-1.0,0.0,1.0,1.0,285.0,549.0,549.0,785.0,-1.0,1.0,1.0,-1.0,533.0,-1.0,1.0,13.0,-1.0,1700.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,11219.0,-1.0,9.0,706.0
95,4.0,1.0,-1.0,0.0,1.0,1.0,375.0,461.0,461.0,3.0,-1.0,1.0,1.0,-1.0,268.0,-1.0,0.0,39.0,-1.0,7.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,330105809.0,-1.0,308.0,13.0
96,2.0,21.0,-1.0,1680.0,761.0,2.0,199.0,437.0,437.0,40.0,-1.0,1.0,1.0,-1.0,793.0,-1.0,0.0,53.0,-1.0,399.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,167461731.0,-1.0,413.0,1097.0
97,4.0,5.0,1.0,5370.0,314.0,2.0,412.0,440.0,440.0,2267.0,-1.0,1.0,1.0,1.0,593.0,1.0,0.0,297.0,2.0,509.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,139568088.0,1.0,96.0,1387.0
98,1.0,8.0,4.0,0.0,183.0,4.0,130.0,416.0,416.0,244.0,-1.0,1.0,1.0,4.0,71.0,2.0,0.0,48.0,5.0,357.0,-1.0,6.0,2.0,2.0,4.0,0.0,0.0,59927630.0,1.0,265.0,10.0
99,5.0,2.0,-1.0,445.0,1559.0,2.0,410.0,427.0,427.0,1025.0,-1.0,1.0,1.0,-1.0,584.0,-1.0,1.0,35.0,-1.0,238.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,30445513.0,-1.0,20.0,1632.0
100,4.0,1.0,-1.0,0.0,104.0,1.0,263.0,430.0,430.0,403.0,-1.0,1.0,1.0,2.0,387.0,-1.0,2.0,92.0,-1.0,25.0,-1.0,0.0,1.0,2.0,-1.0,0.0,0.0,24261708.0,1.0,172.0,6.0
101,4.0,4.0,-1.0,593.0,280.0,2.0,377.0,426.0,426.0,1161.0,1206.0,1.0,1.0,-1.0,258.0,-1.0,2.0,261.0,-1.0,156.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,22855760.0,-1.0,573.0,82.0
102,4.0,22.0,-1.0,657.0,39.0,1.0,306.0,470.0,470.0,529.0,297.0,1.0,1.0,-1.0,603.0,-1.0,2.0,144.0,-1.0,2491.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,20382056.0,-1.0,51.0,3194.0
103,4.0,3.0,-1.0,0.0,39.0,1.0,265.0,422.0,422.0,410.0,-1.0,1.0,1.0,-1.0,901.0,-1.0,0.0,103.0,-1.0,424.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,15368946.0,-1.0,569.0,1391.0
104,5.0,6.0,3.0,396.0,1158.0,2.0,175.0,468.0,468.0,292.0,156.0,1.0,1.0,4.0,527.0,6.0,1.0,104.0,1.0,1361.0,8.0,0.0,1.0,2.0,3.0,0.0,0.0,13430391.0,2.0,68.0,1865.0
105,5.0,8.0,-1.0,73.0,314.0,2.0,281.0,395.0,395.0,89.0,4.0,1.0,1.0,-1.0,669.0,-1.0,0.0,0.0,-1.0,540.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,9078108.0,-1.0,257.0,167.0
106,4.0,16.0,4.0,346.0,1057.0,2.0,349.0,413.0,413.0,409.0,521.0,1.0,1.0,1.0,885.0,5.0,25.0,128.0,6.0,1497.0,5.0,5.0,2.0,2.0,4.0,0.0,0.0,8398251.0,2.0,102.0,1141.0
107,4.0,3.0,4.0,640.0,314.0,2.0,297.0,419.0,419.0,555.0,509.0,1.0,1.0,4.0,907.0,6.0,3.0,244.0,2.0,146.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,8269789.0,2.0,181.0,2975.0
108,5.0,0.0,-1.0,0.0,314.0,2.0,304.0,920.0,920.0,720.0,-1.0,1.0,1.0,-1.0,542.0,-1.0,31.0,11.0,-1.0,529.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,6360463.0,-1.0,625.0,1639.0
